,title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
208,Data & Analytics,Data Analyst,WTW,"Thane, Maharashtra","Experience of working in data management, data quality, data governance, data modelling, and business intelligence would be advantageous but not essential.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=6abd88713b125262&fccid=7e883e8ff0d69499&vjs=3
209,Business Analyst,Data Analyst,Capgemini Invent,"Bengaluru, Karnataka","The BA should have done Consultancy in data mgt. and data regulatory stakeholders.
The BA should have done Consultancy in data mgt. and data regulatory…",EmployerActive 1 day ago,"₹5,00,000 - ₹16,00,000 a year",2023-03-15,/company/Capgemini-Invent/jobs/Business-Analyst-ee5b4eaffe82b062?fccid=5d72e2fe76078b02&vjs=3
210,Sr. Data Analyst,Data Analyst,StratMed,"Bengaluru, Karnataka"," Preparing genre wise channel performance reports – Weekly & monthly.
 Preparing different program performance report – Weekly & monthly.",EmployerActive 7 days ago,"₹5,00,000 - ₹6,00,000 a year",2023-03-15,/company/Stratmed/jobs/Senior-Data-Analyst-5c6e486f5b8528c8?fccid=fde96455f205d7a9&vjs=3
211,Data Analytics and Business Intelligence Specialist,Data Analyst,Profitics,"Remote in Madhapur, Hyderabad, Telangana",Coordinates with IT to define and establish the overall data warehouse architecture for the business including an integrated data model covering the entire…,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=23da084542ba2aa2&fccid=b9e4b235a6a89ee6&vjs=3
212,Sr. Data Analyst,Data Analyst,Invictus Data,"Chennai, Tamil Nadu","Excellent communication and data presentation skills.
Continually evolve analytics processes and tools; incorporate new sources of data to improve understanding…",PostedPosted 16 days ago,"From ₹10,00,000 a year",2023-03-15,/company/Invictus-Data/jobs/Senior-Data-Analyst-0932c6f24fc493b4?fccid=0f62249949b1abe8&vjs=3
213,Data Analyst Business Intelligence/Data Visualization ...,Data Analyst,Z2plus Placement & Security Agency,India,4.Performing Industry research & correlating data of various business segments to effectively communicate the trends and patterns using relevant data.,PostedPosted 30+ days ago,"₹13,00,000 - ₹15,00,000 a year",2023-03-15,/rc/clk?jk=6d75797b2367cffe&fccid=378a2c43f6b46faf&vjs=3
214,Research & Data Analyst,Data Analyst,BeyondCodes,"Chandigarh, Chandigarh","All employees receive an equity package in the company as part of their total compensation.
Yearly/Quarterly bonuses along with monthly awards to honour our…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=5adfc7f2fff23d26&fccid=b955bd5333908cae&vjs=3
215,Data Science Analyst,Data Analyst,Diageo,"Bengaluru, Karnataka","Apply quantitative analysis, and data mining to extract, capture and understand data to form an opinion and derive relevant insights for strategies in customer…",PostedPosted 22 days ago,?,2023-03-15,/rc/clk?jk=ad79de3a29378fa2&fccid=942d238ea16c5cd0&vjs=3
216,Analytics Analyst,Data Analyst,Deutsche Bank,"Jaipur, Rajasthan+1 location","Provide data and analytical support to Global Procurement prioritised change initiatives.
You attach great importance to details, ensure results are of high…",PostedPosted 21 days ago,?,2023-03-15,/rc/clk?jk=5c0f3310c20f519b&fccid=f1d8e147024abb3f&vjs=3
217,Research Analyst,Data Analyst,Corsearch,"Mumbai, Maharashtra","Are a Graduate/Post Graduate in any field and have prior experience in secondary research/data analysis.
Teams to assist our clients in achieving their goals.",PostedPosted 18 days ago,?,2023-03-15,/rc/clk?jk=04d733d8d77e73fc&fccid=bb0e634e1fb54bb9&vjs=3
218,MIS & Data Analyst,Data Analyst,Ubiquiti Inc.,"Gurgaon, Haryana+1 location","Display meaningful statistics and explanations of raw data.
Experience in analyzing lage data sets with minimal problems.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=ec17c85beea29c07&fccid=52e873f4c5592e60&vjs=3
219,QM : Data Analytics,Data Analyst,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Qlik sense back-end (data part) & front-end (Data visualizations) including Master Dimensions, Master measures, Set analysis expressions (& its significance…",PostedPosted 30 days ago,?,2023-03-15,/rc/clk?jk=430722c1d1d3cd5e&fccid=9ab138c02aaca829&vjs=3
220,"Analyst, People Analytics",Data Analyst,Boston Consulting Group,"New Delhi, Delhi","Applying an analytical mindset to propose data-driven solutions.
Hands-on experience of data manipulation tools such as Alteryx, SQL etc.",PostedPosted 15 days ago,?,2023-03-15,/rc/clk?jk=ce8ceec8d89f9194&fccid=b95f9eb47968fa13&vjs=3
221,Product Analyst,Data Analyst,Zeomega Infotech,"Bengaluru, Karnataka","In this role you would be eliciting and document requirements for various data science projects including, BI and Machine learning product initiatives.",PostedPosted 27 days ago,?,2023-03-15,/rc/clk?jk=1f7c84e6c0cee6be&fccid=163f50b24be4e6fc&vjs=3
222,Associate - Data Visualization,Data Analyst,Genpact,"Bengaluru, Karnataka","Experience with data management (data quality, data lineage, data mapping).
Knowledge of data management techniques, standard methodologies and preparing…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=649c18932016320f&fccid=afe30394bfba1470&vjs=3
223,Market Research Analyst Level-2,Data Analyst,Knowledge Sourcing Intelligence LLP,"Noida, Uttar Pradesh",Applying statistical models to forecast the market size and interpret the data along with presenting a detailed analysis of the same.,EmployerActive 5 days ago,"₹32,000 - ₹50,000 a month",2023-03-15,/company/Knowledge-Sourcing-Intelligence-LLP/jobs/Market-Research-Analyst-Level-878522608b669a88?fccid=e3e6df4c223a1108&vjs=3
224,Data Projects Analyst,Data Analyst,FE Fundinfo,"Remote in Chennai, Tamil Nadu","Background in data entry, both manual and automated.
As part of the managed services team, you shall be responsible for managing data required for client…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=e834aa5e4c79f9f1&fccid=bd1997296f13c938&vjs=3
225,Data Analyst,Data Analyst,Quess Corp Limited,"Gurgaon, Haryana","Able to work on large amount of data in a fast-paced environment and able to provide proper insights to Management.
Advance Skills in Analysis and Reading Data.",EmployerActive 16 days ago,"₹1,20,000 - ₹4,00,000 a year",2023-03-15,/company/Quess-Corp-Limited/jobs/Data-Analyst-f45a91e706998b62?fccid=0c17f90fab932792&vjs=3
226,Data Analyst,Data Analyst,Sea and Beyond,Tamil Nadu,"Should have knowledge of Power BI, advanced excel, analyze data, python.
Minimum 2 years of exp. as Data Analyst.
Should possess good communication skills.",PostedPosted 13 days ago,?,2023-03-15,/rc/clk?jk=110eda79a9f52603&fccid=3bdc2177cd9b3ed2&vjs=3
227,Data Analytics Intern,Data Analyst,Ecozen Solutions,"Pune, Maharashtra","Analyze data of IoT devices to study performance and model the physical behavior of systems.
Experience: a minimum of 3 months of similar project experience in…",PostedPosted 20 days ago,?,2023-03-15,/rc/clk?jk=433429aed990eef7&fccid=dc9baf7ba5726b92&vjs=3
228,Data Analyst Internship,Data Analyst,Crypto Mize,"Delhi, Delhi",Data Analyst Internship in Delhi at CryptoMize - Check Out Data Analyst Internship to A data analyst is a person who examines data using data analysis software.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=045dea5e40561f63&fccid=bdad58a8df3ba8a4&vjs=3
229,Data Analyst,Data Analyst,Thoucentric,"Bengaluru, Karnataka","§ 3-6 Years of Experience as a data analyst.
Explore and test additional/new data sources that may add value.
§ Interface across multiple teams including across…",PostedPosted 14 days ago,?,2023-03-15,/rc/clk?jk=36b3de01c15352af&fccid=deadcc7ca64ae08b&vjs=3
230,Data Analyst,Data Analyst,Arthimpact Digital Loans Pvt Ltd,"Gurgaon, Haryana","Implement algorithms to mine targeted data and the ability to convert data into a business story.
Analyze large and complex data sets from multiple sources.",PostedPosted 30+ days ago,"₹3,00,000 - ₹4,00,000 a year",2023-03-15,/company/Arthimpact-Digital-Loans-Private-Limited/jobs/Data-Analyst-1cd6163ab409aa0a?fccid=b9304e726430f0b1&vjs=3
231,Data Analyst,Data Analyst,Recruitment Smart,"Hybrid remote in Ahmedabad, Gujarat","Perform data analysis, data mining & data formatting for generating reports on a periodic basis.
Develop and implement databases, data collection systems, data…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=f0008a9414a9c4a9&fccid=31afb6325f4b11ea&vjs=3
232,Intern-Data Analytics,Data Analyst,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Help with data cleaning, data wrangling and data visualization.
The intern will work closely with our data scientists and analysts to assist in the analysis,…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=64190426e65d0c92&fccid=9ab138c02aaca829&vjs=3
233,Data Analyst - Advanced Analytics,Data Analyst,Perceptive Analytics,"Hyderabad, Telangana","Expertise and strong experience in data gathering and analysis.
Get actionable insights from data with analytical tools like Project R, SQL, R, Python etc.…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=3bc06c8b401b1111&fccid=210726a08f3619d6&vjs=3
234,Bioinformatician / Data analyst,Data Analyst,Clarity Bio Systems,"Powai, Mumbai, Maharashtra","Analyze LC/MS data and prepare reports.
Apply statistical data analysis and machine learning tools.
Write code in R or Python for specific data analysis…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=2d3e39103d33e206&fccid=79d730b14748119b&vjs=3
235,Associate Data Analytics - Freshers,Data Analyst,BigSpire Software,"Bengaluru, Karnataka","Skill Sets: Should have a good communication skills, knowledge in Hadoop, MapReduce concepts and analytical skills Qualifications: Bachelor or Master degree…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=2f52c263db66123d&fccid=1e3e186f5f922b89&vjs=3
236,Data Analyst,Data Analyst,Boost Tech,"Pune, Maharashtra","Provide support for ad hoc data requests from the Operations teams and Management.
Use statistical methods to analyze data and generate useful business reports…",EmployerActive 4 days ago,"Up to ₹30,62,100 a year",2023-03-15,/company/gusri-solutions/jobs/Data-Analyst-db929cfc57f49b4f?fccid=5541137634619f69&vjs=3
237,Data Analyst,Data Analyst,Bansal Trading Company,"Wazirpur Phase Iii, Delhi","Must have good communication skills.
Capable of managing the office and coordinating with the team.
Good Knowledege of Advance Excel, Google Sheet.",EmployerActive 1 day ago,"₹25,000 - ₹35,000 a month",2023-03-15,/company/bansal-trading/jobs/Data-Analyst-98384cfb0c5ae2ab?fccid=81942089810d41e7&vjs=3
238,Data Analyst with strong SQL,Data Analyst,Anika Technologies,India,"Experience of working in Financial Services (investment banking , trade life cycle,.
Treasury , financial products - cash and derivative etc).",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=284b2f480784b735&fccid=5f040f1f4e2eb512&vjs=3
239,Senior Data Analyst,Data Analyst,DSM SOFT PVT. LTD,"Tiruchchirappalli, Tamil Nadu","Experience in preparation of reports and charts from structured and unstructured data.
Good in arithmetic and simple maths.",EmployerActive 1 day ago,"From ₹4,00,000 a year",2023-03-15,/company/DSM-SOFT-PVT.-LTD/jobs/Senior-Data-Analyst-23b325c7688d7c5e?fccid=0ad1f33bfe3b6bf7&vjs=3
240,Data Analyst,Data Analyst,Goalreify,"Bengaluru, Karnataka","Own data analyses that will help improve user discovery and social interactions in the app.
Graduate degree in Computer Science, Statistics, Informatics,…",PostedPosted 30+ days ago,"₹17,00,000 a year",2023-03-15,/rc/clk?jk=a2c626a6b7ae2b44&fccid=ed2791a498d13562&vjs=3
241,Data Analyst,Data Analyst,Inno Valley Works,"Coimbatore, Tamil Nadu","Acquire data from primary or secondary data sources and maintain databases/data systems.
Technical expertise regarding data models, database design development,…",EmployerActive 8 days ago,"Up to ₹6,00,000 a year",2023-03-15,/company/Inno-Valley-Works/jobs/Data-Analyst-d5be4c3ea329d876?fccid=370fde8a196b48f4&vjs=3
242,Data Analyst -3,Data Analyst,BK Talent Lease Consulting,"Gurgaon, Haryana","Data Analyst -3 BKTC is looking for young and energetic Data Analysts, freshers and experienced for a leading international Consulting firm to join our…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=bfe043b8ef7b96f8&fccid=552864f934d772c1&vjs=3
243,Analyst- Medical Analytics,Data Analyst,Novartis,"Hyderabad, Telangana","Hands-on experience with the following: Qlik Sense development, data visualization, data modelling.
Provide Business analytics support to Novartis internal…",PostedPosted 28 days ago,?,2023-03-15,/rc/clk?jk=7d5936838cbbe1f4&fccid=c35194d01a9e2595&vjs=3
244,Business Intelligence Analyst,Data Analyst,Fedbank Financial Services Limited,"Mumbai, Maharashtra","Drive initiatives to improve data quality, data integration and data governance – financial and non-financial both.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=c3e24f6bde5659c9&fccid=b79ad6f5645e2eb8&vjs=3
245,Data Analyst,Data Analyst,Easyjobs Recruitment,"Calicut, Kerala","Work with data integration team to define and load data sources from multiple data warehouse systems.
They bring technical expertise to ensure the quality and…",EmployerActive 1 day ago,"₹20,000 - ₹30,000 a month",2023-03-15,/company/Easyjobs-Recruitment/jobs/Data-Analyst-b6705898cd54dc07?fccid=f281eb7e1e211f76&vjs=3
246,Data Analyst,Data Analyst,NovoTree Minds Consulting,"Bengaluru, Karnataka","Successful candidates will be analytical with business acumen, and detail driven with excellent problem solving skillsThe ideal candidate will have a strong…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=d0e01945d6161158&fccid=a4ce409768224727&vjs=3
247,Growth Marketing Data Analyst,Data Analyst,Stepping EDGE,"Coimbatore, Tamil Nadu","Utilize heavy data analysis of site and app optimization program performance.
Experience with web/product data analysis and visualization tools (i.e. Tableau,…",EmployerActive 1 day ago,"₹15,00,000 - ₹23,00,000 a year",2023-03-15,/company/Stepping-EDGE/jobs/Growth-Marketing-Data-Analyst-2e49c1ea6d2c5313?fccid=a8cb5096b49eab7a&vjs=3
248,Data Analyst I,Data Analyst,Juego Studios,"Bengaluru, Karnataka","Python knowledge - creating data flows.
Proficient in complete SDLC as a Business Intelligence Solution with responsibilities like Requirement gathering,…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=f02605289700953c&fccid=4ffd3a9251c9ebf7&vjs=3
249,Tools & Data Analytics,Data Analyst,Airtel India,"Gurgaon, Gurugram, Haryana","Work with a variety of both internal technical teams, as well as outside partners, acting as a subject matter expert to aid in defining hypotheses and sourcing…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=e0e68e0875eb34a4&fccid=bb95ccf807a8406a&vjs=3
250,Data Analyst,Data Analyst,KP Group,"Surat, Gujarat",Experience : 3 yr Qualification : Any Graduate Location : Surat Click Here To View Job…,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=a6ca5d69da9c0062&fccid=f5ef1d8c4517775c&vjs=3
251,Data Analyst,Data Analyst,MNR Solutions,"Bengaluru, Karnataka","5+ years of experience as a data analyst.
Experience in handling databases (SQL), BI tools, and data visualization tools.
Total work: 1 year (Preferred).",EmployerActive 2 days ago,?,2023-03-15,/company/MNR-Solutions/jobs/Data-Analyst-01b51660f7dfe85e?fccid=553e818e45409ae8&vjs=3
252,Data Analyst - PowerBI,Data Analyst,Cubic Corporation,"Hyderabad, Telangana","Background in transportation, environment, and data analytics.
Other technical developers in the team will focus on the data modeling and the analyst will…",PostedPosted 20 days ago,?,2023-03-15,/rc/clk?jk=6d21af735599f0ad&fccid=21df030fae150acc&vjs=3
253,Web Developer / Data Analyst,Data Analyst,Enhance Career Services,"Vellore, Tamil Nadu","Skills Required: Java, Java Script, SQL, Python etc*.
Total work: 1 year (Preferred).",PostedPosted 12 days ago,"₹12,000 - ₹20,000 a month",2023-03-15,/company/Enhance-Career-Services/jobs/Web-Developer-e25cd705b22c2cbc?fccid=90994a300b2e3f4c&vjs=3
254,Risk Business Analyst,Data Analyst,Deloitte,"Remote in Bengaluru, Karnataka","Proficiency in foundational data analysis and developing analytical models in Excel.
Hands on experience with data analysis and visualization tools such as…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=190c50dbf3953197&fccid=9e215d88a6b33622&vjs=3
255,Data Analytics Intern,Data Analyst,Elegant Auto Retail,"Noida, Uttar Pradesh","Candidate must be good at logical thinking, data co-relation and drilling greater insights.
Candidate must have knowledge about advanced excel, graph plotting,…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=cea28fc6d0c3ef08&fccid=9012b86088a0c4fe&vjs=3
256,Business Analyst,Data Analyst,Harman International,"Bengaluru, Karnataka","Analyze a business or organization, by documenting its systems and processes, assessing its business model, identifying vulnerabilities, and devising solutions.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=67e6fb7ea9d05f1d&fccid=4faf342d2307e9ed&vjs=3
257,Big Data Analyst,Data Analyst,CereSight,Remote in India,Reach out to us if you have 3+ years work experience in handling these big data tools to analyse the data and prepare the patterns that emerge from the huge…,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=0d19b829c0bd35e5&fccid=2369f179085e4b1c&vjs=3
258,Data Analyst-Tabaleu-Excel-Powerbi-1+years,Data Analyst,Foxberry Technology Pvt Ltd,"Pune, Maharashtra","Acquire data from primary and secondary sources and maintain data systems.
Identify, analyse, and interpret trends or patterns in complex data sets.",EmployerActive 1 day ago,"₹3,00,000 - ₹5,00,000 a year",2023-03-15,/company/Foxberry-Technology-Pvt-Ltd/jobs/Data-Analyst-Tabaleu-Excel-Powerbi-Year-3c916c23ae1f4ee7?fccid=6f0db1bbf87b256e&vjs=3
259,Passionate Data Analyst,Data Analyst,LogisticsNow,"Mumbai, Maharashtra","Experience with data analytics: analyse mountains of data in minutes and live deadlines.
Solve the data problem at scale.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=dc31ef4dfe5cc3a1&fccid=531af5efc7c07cf1&vjs=3
260,Data Analyst,Data Analyst,Broomees India Pvt. Ltd.,"Delhi, Delhi","Finding and resolving data quality problems.
Troubleshooting data related issues or inconsistencies in reports.
Data analytics: 1 year (Required).",EmployerActive 2 days ago,"₹25,000 - ₹30,000 a month",2023-03-15,/company/Broomees-India-Pvt.-Ltd./jobs/Data-Analyst-2e2f0d11fcf5e346?fccid=3029729e683d15c3&vjs=3
261,Risk Analyst,Data Analyst,Smile Groups Pvt Ltd,"Chennai, Tamil Nadu","Build your reputation by delivering high quality facilitation sessions and presentations to a range of different stakeholders.
Total work: 1 year (Preferred).",EmployerActive 4 days ago,"Up to ₹3,20,000 a year",2023-03-15,/company/Smile-Groups-Pvt-Ltd/jobs/Risk-Analyst-87c2044a9110b9a6?fccid=ec9f45ef07e23f9e&vjs=3
262,Cloud SDM-Data Analytics and Visualisation,Data Analyst,IBST Private Limited,"Bengaluru, Karnataka",Manages the data science teams and oversees all activities ensuring alignment with departmental and business-wide vision and strategies.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=c95e2aa47204c155&fccid=39fccf55504681f3&vjs=3
263,Product Analyst,Data Analyst,Blackbuck,"Bengaluru, Karnataka","Write SQL queries, perform data analysis, and create data visualizations to keep the nerve center of our engine running.
Decent knowledge of Python is a plus.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=518e06a8b8ce7063&fccid=752a8a108b6db4eb&vjs=3
264,Analyst - Data Science,Data Analyst,Nuware Systems,"Bengaluru, Karnataka","Data Scientist with Machine Learning, Python & R Programming Experience.
Good Attitude and Communication skills, SQL, Excel Macros.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=d66fa3b4d40c8856&fccid=e40e96413d95fc06&vjs=3
265,Analytics & Data Science,Data Analyst,Kpro Solutions,"Bengaluru, Karnataka","The candidate should be good in python,sql and data structure.
Proficiency in using SQL, Hadoop/Spark for data extraction and analysis.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=3428ad5b459bf264&fccid=59d31fa634651b35&vjs=3
266,Business Analyst,Data Analyst,NStay,"Gurgaon, Haryana","Experience in analysing data to draw business-relevant conclusions and in data visualization techniques and tools.
Define reporting and alerting requirements.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=b6f66c03477b154e&fccid=529f8c5d8ed49b88&vjs=3
267,Operations Analyst,Data Analyst,Stemmons Business Services,"Vadodara, Gujarat","Maintain company master data per established data governance standards.
Document data governance standards, data dictionaries, and related policies.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=a6e410f3bae07841&fccid=c63cf9506ebb6570&vjs=3
268,Data Analysts/HTML Editor,Data Analyst,i-Tech Infonet (P) Ltd,"Rajkot, Gujarat","Work involves XML or ePub (HTML+CSS) creation from various documents and editing of PDF file using Acrobat.
Project training will be given by the company.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=480ab33f90d288b6&fccid=c669b8e05af74dc2&vjs=3
269,Analyst (IT) - Database,Data Analyst,Merilytics,"Hyderabad, Telangana","Develop efficient methods to automate data loads, generate complex reports and design data warehouse using the BI tools.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=a22ae90f1fef0c52&fccid=1b874eee11ca2bd7&vjs=3
270,Business Analyst,Data Analyst,Olam Group,India,"Conduct requirement gathering meeting & minute them.
Analyze business requirement, access the impact & propose solution design.
Perform Level 1/2 user support.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=700c1b87aeddef67&fccid=2e04d2d46f14f69f&vjs=3
271,UK ITS - Second Line Support - Analyst,Data Analyst,Deloitte,"Hyderabad, Telangana","Complete deep dive data analysis of incident and problem data to support the enhancement of support functions.
Incident and Problem Data Analysis.",PostedPosted 12 days ago,?,2023-03-15,/rc/clk?jk=b61bc28b813cb5bb&fccid=9e215d88a6b33622&vjs=3
272,Data Science/Data Analyst,Data Analyst,FINDOC INVESTMART PVT. LTD.,"Ludhiana, Punjab","Data modelling, and creation of both logical and physical data models for effective and efficient reporting and TAT on frequent requests Design and develop…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=b99597d327088ec3&fccid=7e4d1374c9b09aad&vjs=3
273,Analytics Engineer / Data Engineer,Data Analyst,Colgate-Palmolive,"Mumbai, Maharashtra","Assist with data-related technical issues and support their data infrastructure needs.
Work with data and analytics to strive for greater functionality in our…",PostedPosted 9 days ago,?,2023-03-15,/rc/clk?jk=5aefe58d1e32feaf&fccid=d9162e48c444e6e3&vjs=3
274,Data Analyst,Data Analyst,Satrix Technologies,"Lucknow, Uttar Pradesh","4+ years in a data analyst role.
Use statistical methods to analyze data and generate useful business reports.
2+ years’ Data mining experience.",PostedPosted 15 days ago,?,2023-03-15,/company/Satrix-Technologies-Pvt.-Ltd./jobs/Data-Analyst-0fe01f23711175f8?fccid=0f01822e78c0de44&vjs=3
275,Data Analyst,Data Analyst,prwatech technologies,"Bengaluru, Karnataka","Working on python, sql and making technical documentation.
Working on projects and developing part.
Co ordinating with cleints on technical queirs.",EmployerActive 2 days ago,"From ₹20,000 a month",2023-03-15,/company/prwatech-technologies/jobs/Data-Analyst-1439504dcd400b3d?fccid=0813ccde346809b2&vjs=3
276,Business Analyst,Data Analyst,NoBrokerHood,"Bengaluru, Karnataka","Data-driven: Keen interest in analyzing performance data and transforming it into actionable strategies.
Senior Business Analyst (3-6 yrs)*.",EmployerActive 2 days ago,"₹5,00,000 - ₹10,00,000 a year",2023-03-15,/company/Nobrokerhood/jobs/Business-Analyst-e4723d55777a23c9?fccid=2fa2d672aa793f60&vjs=3
277,KYC Operations Data & Reporting Analyst,Data Analyst,"JPMorgan Chase Bank, N.A.","Hyderabad, Telangana","You will be responsible for delivering data & reporting commitments; developing strategies for effective data analysis and reporting; Selecting, configuring and…",PostedPosted 14 days ago,?,2023-03-15,/rc/clk?jk=b18a09867449eff0&fccid=c46d0116f6e69eae&vjs=3
278,Power BI,Data Analyst,"Lavoro HR Solutations,","Coimbatore, Tamil Nadu","Job Title: Power BI Consultant Primary Skill: Power BI, Cloud, MS Sql, SSRS, SSIS, SSAS Secondary Skills (If any): Experience Required: 2+ Years Job Description…",PostedPosted 30+ days ago,"₹5,00,000 - ₹8,00,000 a month",2023-03-15,"/company/Lavoro-HR-Solutations,/jobs/Power-Bi-cc7b0817784f90c5?fccid=8a3ad75bc969a9c8&vjs=3"
279,Senior Business Analyst,Data Analyst,Inapp Information Technology,"Remote in Thiruvananthapuram, Kerala","Accelerates and automates data engineering, data preparation, and analysis.
Skilled in using data science solutions to tackle complex business problems.",PostedPosted 15 days ago,"₹2,50,470 - ₹12,36,207 a year",2023-03-15,/company/InApp-Information-Technology/jobs/Senior-Business-Analyst-2f9589c313036170?fccid=a7ed60d5f71e5bbf&vjs=3
280,Data Analyst (Power BI),Data Analyst,Helius Technologies,India,"Connect to data sources, importing data and transforming data for Business Intelligence.
Experience in Tabular Model creation & data visualizations.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=737de641704b8882&fccid=b3282c125f18e0c0&vjs=3
281,Data Analyst,Data Analyst,infoanalytica,"Ahmedabad, Gujarat","Responsible for data quality and data accuracy across a set of business data elements.
Responsible for defining key data elements and identifying data assets.",PostedPosted 27 days ago,?,2023-03-15,/rc/clk?jk=da4a6fb06761467f&fccid=9d18b54fe7e68641&vjs=3
282,Product Analyst,Data Analyst,Smartapp,"Bengaluru, Karnataka","Strong background in SQL, data analysis, data modeling, reporting, application frameworks or equivalent is required.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=bcced8250353aaac&fccid=564db8df63ba792b&vjs=3
283,Data Research Analyst,Data Analyst,A3logics,"Jaipur, Rajasthan","Using techniques to cleansing and analyzing the data.
We are looking for experienced Data Research Analysts, Specialized into Data Research, Service-Level…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=51898ea184c96732&fccid=2a0ec41fa468ff2e&vjs=3
284,Business Analyst,Data Analyst,Gigmo Solutions,Remote in India,"Responsible for deliverables such as functional specifications, use cases, user stories, workflow/process diagrams, data flow/data model diagrams.",PostedPosted 21 days ago,?,2023-03-15,/rc/clk?jk=2ce17cde772c5d57&fccid=de9d0d2b81b48ed5&vjs=3
285,Data Analyst Associate,Data Analyst,FedEx Express MEISA,"Mumbai, Maharashtra","You would also be very conscious of the importance of sharing knowledge and building other team members in the process.
Basic understanding of Windows Servers.",PostedPosted 29 days ago,?,2023-03-15,/rc/clk?jk=9b972df9fce8c68d&fccid=5c439b65a0bd045b&vjs=3
286,Data/Operation Analyst,Data Analyst,TecSo Charge Zone Pvt. Ltd.,"Vadodara, Gujarat","Acquire data from primary or secondary data sources and maintain databases/data systems for EV Charging Network.
Develop analysis and reporting capabilities.",EmployerActive 6 days ago,"From ₹2,00,000 a year",2023-03-15,/company/TecSo-Charge-Zone-Pvt.-Ltd./jobs/Data-Operation-Analyst-74773e425a4891b2?fccid=fb89b89c161a96d8&vjs=3
287,Head Data Analytics,Data Analyst,Strategic Talent Partner,"Noida, Uttar Pradesh","Treatments, filters and conditions to your data.
Enhancing data collection procedures to include information that is relevant for building analytic.",PostedPosted 30+ days ago,"₹40,00,000 - ₹60,00,000 a year",2023-03-15,/rc/clk?jk=4b3b025bd466085b&fccid=fd32937fcccfaa4a&vjs=3
288,Data Governance Analyst,Data Analyst,Honeywell,"Bengaluru, Karnataka","Work closely with data stewards to identify data assets, develop data definitions, and document data lineage.
Develop and maintain data governance documentation…",PostedPosted 18 days ago,?,2023-03-15,/rc/clk?jk=6181b8f5834c0ab7&fccid=50208b5bf45ee3b8&vjs=3
289,Data Analyst (Power BI),Data Analyst,12th Wonder,"Pune, Maharashtra","Understand, transform and analyse data to present.
Understand Business Intelligence context from business model, design and develop meaningful insights from the…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=37e0f92f61555b26&fccid=b5d54e0bef0ebffb&vjs=3
290,Data Analyst,Data Analyst,The Straits Network,India,"Acquire data from primary or secondary data sources and maintain databases/data systems.
Develop and implement databases, data collection systems, data…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=a55062b82d0be066&fccid=ec55bde5facc64de&vjs=3
